Name,Image URL,Product URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
AMD Athlon X4 970,/static/forever/img/no-image.png,https://pcpartpicker.com/product/jkCrxr/amd-athlon-x4-970-38ghz-quad-core-oemtray-processor-ad970xaum44ab,,AMD,AD970XAUM44AB,AMD Athlon X4,Excavator,Bristol Ridge,AM4,4,3.8 GHz,4 GHz,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,28 nm,No,No
Intel Core i5-3550,https://m.media-amazon.com/images/I/51wwy3uSBOL.jpg,https://pcpartpicker.com/product/8fW9TW/intel-cpu-bx80637i53550,$335.00 ,Intel,"BX80637I53550, BX806237I53550",Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,3.3 GHz,,,,1 MB,6 MB,77 W,Intel HD Graphics 2500,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i5-2320,https://m.media-amazon.com/images/I/51FRkrlF7AL.jpg,https://pcpartpicker.com/product/XtGkcf/intel-cpu-bx80623i52320,,Intel,BX80623I52320,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,3 GHz,,,,1 MB,6 MB,95 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E5-2620 V4,//cdna.pcpartpicker.com/static/forever/images/product/a2c6bbe0c6f6bb7b6bc3eb2468410321.256p.jpg,https://pcpartpicker.com/product/XjZ2FT/intel-cpu-bx80660e52620v4,$429.95 ,Intel,BX80660E52620V4,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,8,2.1 GHz,3 GHz,,,2 MB,20 MB,85 W,None,1536 GB,Yes,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Celeron G5920,//cdna.pcpartpicker.com/static/forever/images/product/2d6ef3b24084f8f33ac723e29d3b1df4.256p.jpg,https://pcpartpicker.com/product/R7gQzy/intel-celeron-g5920-35-ghz-dual-core-processor-bx80701g5920,$52.99 ,Intel,BX80701G5920,Intel Celeron,Comet Lake,Comet Lake,LGA1200,2,3.5 GHz,,,,0.5 MB,4 MB,58 W,Intel UHD Graphics 610,128 GB,No,Yes,Boxed,14 nm,Yes,No
AMD Athlon II 160u,/static/forever/img/no-image.png,https://pcpartpicker.com/product/T32rxr/amd-cpu-ad160ueak13gq,,AMD,AD160UEAK13GQ,AMD Athlon II,K10,Sargas,AM3,1,1.8 GHz,,,,1 MB,0 MB,20 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD FX-6300,/static/forever/img/no-image.png,https://pcpartpicker.com/product/wqYXsY/amd-cpu-fd6300wmw6khk,$78.51 ,AMD,FD6300WMW6KHK,AMD FX,Piledriver,Vishera,AM3+,6,3.5 GHz,,,,6 MB,8 MB,95 W,None,,No,No,OEM/Tray,32 nm,No,No
Intel Core i9-7900X,//cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,https://pcpartpicker.com/product/wwBrxr/intel-core-i9-7900x-33ghz-10-core-oemtray-processor-cd8067303286804,$898.95 ,Intel,CD8067303286804,Intel Core i9,Skylake,Skylake-X,LGA2066,10,3.3 GHz,4.5 GHz,,,10 MB,13.75 MB,140 W,None,128 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Xeon E5-1660 V2,//cdna.pcpartpicker.com/static/forever/images/product/3cd79f999974af41d86ba08aeaec1f27.256p.jpg,https://pcpartpicker.com/product/qr9KHx/intel-cpu-bx80635e51660v2,"$1,129.00 ",Intel,BX80635E51660V2,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,6,3.7 GHz,4 GHz,,,1.5 MB,15 MB,130 W,None,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Xeon E5-2687W V3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,https://pcpartpicker.com/product/TMnG3C/intel-cpu-bx80644e52687v3,,Intel,BX80644E52687V3,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,10,3.1 GHz,3.5 GHz,,,2.5 MB,25 MB,160 W,None,,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
Intel Core i3-8100T,https://m.media-amazon.com/images/I/51rYvBRk8LL.jpg,https://pcpartpicker.com/product/ftKcCJ/intel-core-i3-8100t-31ghz-quad-core-oemtray-processor-cm8068403377415,,Intel,CM8068403377415,Intel Core i3,Coffee Lake,Coffee Lake,LGA1151,4,3.1 GHz,,,,1 MB,6 MB,35 W,Intel UHD Graphics 630,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Celeron 440,/static/forever/img/no-image.png,https://pcpartpicker.com/product/RWsKHx/intel-cpu-hh80557rg041512,$29.98 ,Intel,HH80557RG041512,Intel Celeron,Core,Conroe,LGA775,1,2 GHz,,,,0.5 MB,0 MB,35 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core i3-9350KF,//cdna.pcpartpicker.com/static/forever/images/product/b832802a56c229f75ef6adf54fad250c.256p.jpg,https://pcpartpicker.com/product/DDtQzy/intel-core-i3-9350kf-4-ghz-quad-core-processor-bx80684i39350kf,$206.00 ,Intel,BX80684I39350KF,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4 GHz,4.6 GHz,,,1 MB,8 MB,91 W,None,64 GB,Yes,No,Boxed,14 nm,No,No
Intel Core 2 Duo E7500,https://m.media-amazon.com/images/I/41-fov5JW3L.jpg,https://pcpartpicker.com/product/dLNp99/intel-cpu-bx80571e7500,$99.63 ,Intel,BX80571E7500,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.93 GHz,,,,3 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i3-7100,https://m.media-amazon.com/images/I/41QBIqWIoCL.jpg,https://pcpartpicker.com/product/PqVBD3/intel-core-i3-7100-39ghz-dual-core-oemtray-processor-cm8067703014612,$74.90 ,Intel,CM8067703014612,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,3.9 GHz,,,,0.5 MB,3 MB,51 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD A10-9700,//cdna.pcpartpicker.com/static/forever/images/product/f1f3a3a9dcb445a935834152bbc64f05.256p.jpg,https://pcpartpicker.com/product/n9s8TW/amd-a10-9700-35ghz-quad-core-processor-ad9700agabbox,,AMD,AD9700AGABBOX,AMD A10,Excavator,Bristol Ridge,AM4,4,3.5 GHz,3.8 GHz,,,2 MB,0 MB,65 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
Intel Pentium Gold G6405,//cdna.pcpartpicker.com/static/forever/images/product/237702d691e3004dfd1b5c6c752db1af.256p.jpg,https://pcpartpicker.com/product/gCzhP6/intel-pentium-gold-g6405-41-ghz-dual-core-processor-bx80701g6405,$89.09 ,Intel,BX80701G6405,Intel Pentium Gold,Comet Lake,Comet Lake,LGA1200,2,4.1 GHz,,,,0.5 MB,4 MB,58 W,Intel UHD Graphics 610,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-650,/static/forever/img/no-image.png,https://pcpartpicker.com/product/BkZQzy/intel-cpu-bx80616i5650,$70.00 ,Intel,BX80616I5650,Intel Core i5,Westmere,Clarkdale,LGA1156,2,3.2 GHz,,,,0.5 MB,4 MB,73 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Core i5-4570T,https://m.media-amazon.com/images/I/51vb+UYTxSL.jpg,https://pcpartpicker.com/product/PhM323/intel-cpu-bx80646i54570t,$75.89 ,Intel,BX80646I54570T,Intel Core i5,Haswell,Haswell,LGA1150,2,2.9 GHz,,,,0.5 MB,4 MB,35 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
AMD A6-3670K,https://images-fe.ssl-images-amazon.com/images/I/416tKCpvcUL.jpg,https://pcpartpicker.com/product/QG8Zxr/amd-cpu-ad3670wngxbox,,AMD,AD3670WNGXBOX,AMD A6,Lynx,Llano,FM1,4,2.7 GHz,,,,4 MB,0 MB,100 W,Radeon HD 6530D,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i5-7600K,//cdna.pcpartpicker.com/static/forever/images/product/a9e3ce1189342ff04c81e37b12d2c162.256p.jpg,https://pcpartpicker.com/product/yzGj4D/intel-core-i5-7600k-38ghz-quad-core-oemtray-processor-cm8067702868219,,Intel,CM8067702868219,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,3.8 GHz,4.2 GHz,,,1 MB,6 MB,91 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i7-10700K Avengers Collector's Edition,//cdna.pcpartpicker.com/static/forever/images/product/1b202264105e2883c973d93a072aeaf9.256p.jpg,https://pcpartpicker.com/product/j6Tp99/intel-core-i7-10700k-avengers-collectors-edition-38-ghz-8-core-processor-bx8070110700ka,$741.00 ,Intel,BX8070110700KA,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,3.8 GHz,5.1 GHz,,,2 MB,16 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Pentium Gold G6500,//cdna.pcpartpicker.com/static/forever/images/product/4cf62d8a026ed7e57bd7e62c4dcc1de9.256p.jpg,https://pcpartpicker.com/product/Qkyqqs/intel-pentium-gold-g6500-41-ghz-dual-core-processor-bx80701g6500,$70.98 ,Intel,BX80701G6500,Intel Pentium Gold,Comet Lake,Comet Lake,LGA1200,2,4.1 GHz,,,,0.5 MB,4 MB,58 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i9-9960X,//cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,https://pcpartpicker.com/product/fB3H99/intel-core-i9-9960x-31-thz-16-core-processor-bx80673i99960x,,Intel,BX80673I99960X,Intel Core i9,Skylake,Skylake-X,LGA2066,16,3.1 GHz,4.4 GHz,,,16 MB,22 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-760,//cdna.pcpartpicker.com/static/forever/images/product/f7b07148337e7ce06429682d5c2c24d1.256p.jpg,https://pcpartpicker.com/product/R6zv6h/intel-cpu-bx80605i5760,$100.00 ,Intel,BX80605I5760,Intel Core i5,Nehalem,Lynnfield,LGA1156,4,2.8 GHz,,,,1 MB,8 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Xeon E3-1230 V2,https://m.media-amazon.com/images/I/515Ui4-oD2L.jpg,https://pcpartpicker.com/product/VQrG3C/intel-cpu-bx80637e31230v2,$271.85 ,Intel,BX80637E31230V2,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,3.3 GHz,,,,1 MB,8 MB,69 W,None,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
AMD A8-9600,//cdna.pcpartpicker.com/static/forever/images/product/a7ec5caa9d29563e0a61282a46758a91.256p.jpg,https://pcpartpicker.com/product/4ZkwrH/amd-a8-9600-31ghz-quad-core-processor-ad9600agabbox,,AMD,AD9600AGABBOX,AMD A8,Excavator,Bristol Ridge,AM4,4,3.1 GHz,3.4 GHz,,,2 MB,0 MB,65 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
AMD Phenom II X6 1090T Black,https://images-na.ssl-images-amazon.com/images/I/51zg42Jls6L.jpg,https://pcpartpicker.com/product/MkZQzy/amd-cpu-hdt90zfbgrbox,,AMD,HDT90ZFBGRBOX,AMD Phenom II X6,K10,Thuban,AM3,6,3.2 GHz,,,,3 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Xeon E5-2620,https://images-na.ssl-images-amazon.com/images/I/512GDUjEwAL.jpg,https://pcpartpicker.com/product/2Q8Zxr/intel-cpu-cm8063501288301,$36.75 ,Intel,CM8063501288301,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,6,2 GHz,,,,1.5 MB,15 MB,95 W,None,,Yes,No,OEM/Tray,32 nm,No,Yes: Hyper-Threading
Intel Xeon E5-4620,https://m.media-amazon.com/images/I/51RJN9DPC5L.jpg,https://pcpartpicker.com/product/xdZQzy/intel-cpu-bx80621e54620,$58.67 ,Intel,BX80621E54620,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2.2 GHz,2.6 GHz,,,2 MB,16 MB,95 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Celeron G5925,//cdna.pcpartpicker.com/static/forever/images/product/c314096631c5cce658b1bf1cb252bf4c.256p.jpg,https://pcpartpicker.com/product/FpXYcf/intel-celeron-g5925-36-ghz-dual-core-processor-bx80701g5925,$53.99 ,Intel,BX80701G5925,Intel Celeron,Comet Lake,Comet Lake,LGA1200,2,3.6 GHz,,,,0.5 MB,4 MB,58 W,Intel UHD Graphics 610,128 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i5-4570S,//cdna.pcpartpicker.com/static/forever/images/product/879dbd9928ddf663a836cc30e55a887d.256p.jpg,https://pcpartpicker.com/product/GRDwrH/intel-cpu-bx80646i54570s,,Intel,BX80646I54570S,Intel Core i5,Haswell,Haswell,LGA1150,4,2.9 GHz,,,,1 MB,6 MB,65 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i9-9900X,https://m.media-amazon.com/images/I/51j2qbkCT3L.jpg,https://pcpartpicker.com/product/gZYLrH/intel-core-i9-9900x-35-ghz-10-core-processor-cd8067304126200,$655.06 ,Intel,CD8067304126200,Intel Core i9,Skylake,Skylake-X,LGA2066,10,3.5 GHz,4.4 GHz,,,10 MB,19.25 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i7-3970X Extreme Edition,https://m.media-amazon.com/images/I/51+yA2R3VLL.jpg,https://pcpartpicker.com/product/spCwrH/intel-cpu-bx80619i73970x,,Intel,BX80619I73970X,Intel Core i7 Extreme,Sandy Bridge,Sandy Bridge-E,LGA2011,6,3.5 GHz,,,,1.5 MB,15 MB,150 W,None,,No,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2640,https://images-na.ssl-images-amazon.com/images/I/51j%2BGeVD5YL.jpg,https://pcpartpicker.com/product/xKvRsY/intel-cpu-bx80621e52640,$43.31 ,Intel,BX80621E52640,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,6,2.5 GHz,3 GHz,,,1.5 MB,15 MB,95 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Core i9-10900K,https://m.media-amazon.com/images/I/51N+nWnAFBL.jpg,https://pcpartpicker.com/product/L3qBD3/intel-core-i9-10900k-37-ghz-10-core-processor-bx8070110900ka,,Intel,BX8070110900KA,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,3.7 GHz,5.3 GHz,,,2.5 MB,20 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Xeon E-2176G,//cdna.pcpartpicker.com/static/forever/images/product/13a83017f8e2dafceb43a1c53bbde026.256p.jpg,https://pcpartpicker.com/product/rPyV3C/intel-xeon-e-2176g-37-thz-6-core-processor-bx80684e2176g,$424.99 ,Intel,BX80684E2176G,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,6,3.7 GHz,4.7 GHz,,,1.5 MB,12 MB,80 W,Intel HD Graphics P630,64 GB,Yes,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i3-6100,https://m.media-amazon.com/images/I/41QOKLh7MiL.jpg,https://pcpartpicker.com/product/Xjp323/intel-cpu-cm8066201927202,$98.95 ,Intel,CM8066201927202,Intel Core i3,Skylake,Skylake-S,LGA1151,2,3.7 GHz,,,,0.5 MB,3 MB,51 W,Intel HD Graphics 530,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1240L V5,//cdna.pcpartpicker.com/static/forever/images/product/916728df8af047fc330df9c3679d1ef1.256p.jpg,https://pcpartpicker.com/product/G7X2FT/intel-cpu-cm8066201935808,,Intel,CM8066201935808,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,2.1 GHz,3.2 GHz,,,1 MB,8 MB,25 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD FX-8350,https://m.media-amazon.com/images/I/21AkfrcFLRL.jpg,https://pcpartpicker.com/product/yxh9TW/amd-cpu-fd8350frw8khk,$192.57 ,AMD,FD8350FRW8KHK,AMD FX,Piledriver,Vishera,AM3+,8,4 GHz,,,,8 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
Intel Core i5-9500F,//cdna.pcpartpicker.com/static/forever/images/product/49771d14d439cdcb225dcf97e3e4cb20.256p.jpg,https://pcpartpicker.com/product/vfrYcf/intel-core-i5-9500f-3-ghz-6-core-processor-bx80684i59500f,$249.00 ,Intel,BX80684I59500F,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3 GHz,4.4 GHz,,,1.5 MB,9 MB,65 W,None,128 GB,No,Yes,Boxed,14 nm,Yes,No
AMD A10-6800K,https://m.media-amazon.com/images/I/419cMW7h6CS.jpg,https://pcpartpicker.com/product/YjmLrH/amd-cpu-ad680kwohlbox,$467.04 ,AMD,AD680KWOHLBOX,AMD A10,Piledriver,Richland,FM2,4,4.1 GHz,,,,2 MB,0 MB,100 W,Radeon HD 8670D,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i3-6300,//cdna.pcpartpicker.com/static/forever/images/product/658d653a249ceebe43a5968afb50ad77.256p.jpg,https://pcpartpicker.com/product/gk648d/intel-cpu-bx80662i36300,$92.54 ,Intel,BX80662I36300,Intel Core i3,Skylake,Skylake-S,LGA1151,2,3.8 GHz,,,,0.5 MB,4 MB,51 W,Intel HD Graphics 530,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-4590S,https://m.media-amazon.com/images/I/51m7EsJG9-L.jpg,https://pcpartpicker.com/product/xvzv6h/intel-cpu-bx80646i54590s,,Intel,BX80646I54590S,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA1150,4,3 GHz,3.7 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 4000,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i5-7500,//cdna.pcpartpicker.com/static/forever/images/product/a5f032073311e24f210d3c1a0fb30eb6.256p.jpg,https://pcpartpicker.com/product/KmRFf7/intel-core-i5-7500-34ghz-quad-core-oemtray-processor-cm8067702868012,,Intel,CM8067702868012,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,3.4 GHz,3.8 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,No
AMD Athlon X4 950,https://m.media-amazon.com/images/I/41-tx1haqaL.jpg,https://pcpartpicker.com/product/ZXgPxr/amd-athlon-x4-950-35ghz-quad-core-processor-ad950xagabbox,,AMD,AD950XAGABBOX,AMD Athlon X4,Excavator,Bristol Ridge,AM4,4,3.5 GHz,3.8 GHz,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,28 nm,Yes,No
AMD Ryzen 7 2700,/static/forever/img/no-image.png,https://pcpartpicker.com/product/FwrYcf/amd-ryzen-7-2700-32-ghz-8-core-oemtray-processor-yd2700bbm88af,,AMD,YD2700BBM88AF,AMD Ryzen 7,Zen+,Pinnacle Ridge,AM4,8,3.2 GHz,4.1 GHz,,,4 MB,16 MB,65 W,None,64 GB,No,No,OEM/Tray,12 nm,No,Yes
Intel Core i7-4770K,https://m.media-amazon.com/images/I/517dL9+87vL.jpg,https://pcpartpicker.com/product/7p98TW/intel-cpu-bxf80646i74770k,$231.05 ,Intel,BXF80646I74770K,Intel Core i7,Haswell,Haswell,LGA1150,4,3.5 GHz,3.9 GHz,,,1 MB,8 MB,84 W,Intel HD Graphics 4600,,No,No,Boxed,22 nm,No,Yes: Hyper-Threading
Intel Core 2 Extreme QX9650,https://m.media-amazon.com/images/I/31h8k8HyC7L.jpg,https://pcpartpicker.com/product/VjMFf7/intel-cpu-bx80569qx9650,$152.52 ,Intel,BX80569QX9650,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA775,4,3 GHz,,,,12 MB,0 MB,130 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i7-960,https://m.media-amazon.com/images/I/51dmsDtAu7L.jpg,https://pcpartpicker.com/product/94TmP6/intel-cpu-bx80601960,$220.00 ,Intel,BX80601960,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,3.2 GHz,,,,1 MB,8 MB,130 W,None,,No,Yes,Boxed,45 nm,Yes,Yes: Hyper-Threading
Intel Core i7-5820K,https://images-na.ssl-images-amazon.com/images/I/51QYbn21KFL.jpg,https://pcpartpicker.com/product/WqYXsY/intel-cpu-cm8064801548435,$429.95 ,Intel,CM8064801548435,Intel Core i7,Haswell,Haswell-E,LGA2011-3,6,3.3 GHz,3.6 GHz,,,1.5 MB,15 MB,140 W,None,64 GB,No,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1270 V3,https://m.media-amazon.com/images/I/516F2mZFEZL.jpg,https://pcpartpicker.com/product/hJh9TW/intel-cpu-bx80646e31270v3,$420.00 ,Intel,BX80646E31270V3,Intel Xeon E3,Haswell,Haswell,LGA1150,4,3.5 GHz,3.9 GHz,,,1 MB,8 MB,80 W,None,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Core 2 Extreme QX9770,https://images-na.ssl-images-amazon.com/images/I/51QzGdJFBrL.jpg,https://pcpartpicker.com/product/8fLypg/intel-cpu-bx80569qx9770,,Intel,BX80569QX9770,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA775,4,3.2 GHz,,,,12 MB,0 MB,136 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD FX-8320,https://m.media-amazon.com/images/I/21JD7tp2PWL.jpg,https://pcpartpicker.com/product/s8h9TW/amd-cpu-fd8320frw8khk,$106.55 ,AMD,FD8320FRW8KHK,AMD FX,Piledriver,Vishera,AM3+,8,3.5 GHz,,,,8 MB,8 MB,125 W,None,,Yes,No,OEM/Tray,32 nm,No,No
Intel Core i5-8400T,https://images-eu.ssl-images-amazon.com/images/I/41wcBEPMK1L.jpg,https://pcpartpicker.com/product/4mF48d/intel-core-i5-8400t-17ghz-6-core-oemtray-processor-cm8068403358913,$139.00 ,Intel,CM8068403358913,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,1.7 GHz,3.3 GHz,,,1.5 MB,9 MB,35 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Xeon E5-1660 V3,https://m.media-amazon.com/images/I/51RRp6gKSyL.jpg,https://pcpartpicker.com/product/DjZ2FT/intel-cpu-cm8064401909200,$204.44 ,Intel,CM8064401909200,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,8,3 GHz,3.5 GHz,,,2 MB,20 MB,140 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD A8-7650K,//cdna.pcpartpicker.com/static/forever/images/product/8b2d16abe67a58f7d015fc08189b9f11.256p.jpg,https://pcpartpicker.com/product/ZsYWGX/amd-cpu-ad765kxbjabox,,AMD,AD765KXBJABOX,AMD A8,Steamroller,Kaveri,FM2+,4,3.3 GHz,3.7 GHz,,,4 MB,0 MB,95 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
Intel Xeon E5-2650,https://m.media-amazon.com/images/I/51tec6CjnxL.jpg,https://pcpartpicker.com/product/837wrH/intel-cpu-bx80621e52650,$89.00 ,Intel,BX80621E52650,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2 GHz,2.8 GHz,,,2 MB,20 MB,95 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1245 V5,//cdna.pcpartpicker.com/static/forever/images/product/2a632529a950e5b3707bc97f75ca14a9.256p.jpg,https://pcpartpicker.com/product/BVcMnQ/intel-cpu-bx80662e31245v5,$474.39 ,Intel,BX80662E31245V5,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.5 GHz,3.9 GHz,,,1 MB,8 MB,80 W,Intel HD Graphics P530,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Athlon 3000G (14nm),//cdna.pcpartpicker.com/static/forever/images/product/888490b03ca5aedfcd98c2f7363d2ed9.256p.jpg,https://pcpartpicker.com/product/GdFKHx/amd-athlon-3000g-35-ghz-dual-core-oemtray-processor-yd3000c6m2ofh,,AMD,YD3000C6M2OFH,AMD Athlon,Zen,Raven Ridge,AM4,2,3.5 GHz,,,,1 MB,4 MB,35 W,Radeon Vega 3,128 GB,No,No,OEM/Tray,14 nm,No,Yes
Intel Celeron G4900,//cdna.pcpartpicker.com/static/forever/images/product/f5a45cd5b3a3c4364da8141e7ba9dec4.256p.jpg,https://pcpartpicker.com/product/y8448d/intel-celeron-g4900-31ghz-dual-core-processor-bx80684g4900,$72.55 ,Intel,BX80684G4900,Intel Celeron,Coffee Lake,Coffee Lake,LGA1151,2,3.1 GHz,,,,0.5 MB,2 MB,65 W,Intel UHD Graphics 610,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
AMD FX-8150,https://images-na.ssl-images-amazon.com/images/I/41EBAKGSBWL.jpg,https://pcpartpicker.com/product/xG8Zxr/amd-cpu-fd8150frgubox,,AMD,FD8150FRGUBOX,AMD FX,Bulldozer,Zambezi,AM3+,8,3.6 GHz,,,,8 MB,8 MB,125 W,None,,No,Yes,Boxed,32 nm,Yes,No
AMD A10-7800,//cdna.pcpartpicker.com/static/forever/images/product/cf52b6b0bae3d150a6f5c9552d07c08f.256p.jpg,https://pcpartpicker.com/product/mhsKHx/amd-cpu-ad7800ybjabox,,AMD,AD7800YBJABOX,AMD A10,Steamroller,Kaveri,FM2+,4,3.5 GHz,3.9 GHz,,,4 MB,0 MB,65 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
Intel Core i5-6400,//cdna.pcpartpicker.com/static/forever/images/product/fd51d44541807d00d4b265d071f313fa.256p.jpg,https://pcpartpicker.com/product/kYH48d/intel-cpu-cm8066201920506,,Intel,CM8066201920506,Intel Core i5,Skylake,Skylake-S,LGA1151,4,2.7 GHz,3.3 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 530,64 GB,No,No,OEM/Tray,14 nm,No,No
Intel Xeon E5-2660 V3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,https://pcpartpicker.com/product/rMnG3C/intel-cpu-bx80644e52660v3,,Intel,BX80644E52660V3,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,10,2.6 GHz,3.3 GHz,,,2.5 MB,25 MB,105 W,None,,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
